TITRE,Date de diffusion,Chaîne,Nationalité,Téléspectateurs (en millions),Part d'audience (en %),Jour,Vacances scolaires,IMDB ID,IMDB - Note moyenne,IMDB - Nombre de votes,Année de sortie,Genres,Durée (en min.)
POULET AU VINAIGRE,2021-04-19,Arte,France,1.671618,6.4,Monday,oui,tt0089832,6.5,2297,1985,"Crime,Mystery,Thriller",110
LE TRAIN,2021-03-28,Arte,France,1.613976,6.8,Sunday,non,tt0059825,7.8,20023,1964,"Thriller,War",133
REBELLES,2022-12-11,France 2,France,4.313,18.6,Sunday,non,tt0245238,6.8,22724,2001,"Drama,Romance",103
LA GRANDE VADROUILLE,2022-04-17,France 2,France,4.244,20.5,Sunday,oui,tt0060474,7.9,20921,1966,"Adventure,Comedy,War",132
PAPI SITTER,2022-02-13,France 2,France,4.041,17.9,Sunday,oui,tt10746876,5.4,399,2020,"Comedy,Drama",90
AU NOM DE LA TERRE,2022-02-23,France 2,France,3.637,15.8,Wednesday,non,tt10545470,6.8,1547,2019,"Biography,Drama",103
1917,2022-11-13,France 2,Etats-Unis,3.631,17.0,Sunday,non,tt8579674,8.2,709076,2019,"Action,Drama,War",119
LES TONTONS FLINGUEURS,2022-01-02,France 2,France,3.535,16.0,Sunday,oui,tt0057591,7.7,6773,1963,"Action,Comedy,Crime",105
ADIEU LES CONS,2022-09-11,France 2,France,3.513,15.8,Sunday,non,tt10196398,6.7,7255,2020,"Comedy,Drama",87
FETE DE FAMILLE,2022-02-06,France 2,France,3.319,15.1,Sunday,oui,tt8080196,6.0,1359,2019,"Comedy,Drama,Family",101
LES INVISIBLES,2022-02-27,France 2,France,3.285,15.6,Sunday,non,tt8633950,6.6,1657,2018,"Comedy,Drama",102
LA CHANCE DE MA VIE,2022-11-27,France 2,France,3.219,14.1,Sunday,non,tt1667100,6.1,2755,2010,"Comedy,Romance",87
LA BONNE EPOUSE,2022-02-21,France 3,France,3.01,13.7,Monday,oui,tt10441958,5.8,2321,2020,"Comedy,Drama",109
LA CHEVRE,2022-08-22,France 3,France,2.794,13.5,Monday,oui,tt0082183,7.3,11058,1981,"Adventure,Comedy,Crime",91
MON PETIT DOIGT M'A DIT...,2022-03-03,France 3,France,2.793,12.6,Thursday,non,tt0445570,5.8,1303,2005,"Comedy,Mystery",105
L AILE OU LA CUISSE,2022-12-22,France 3,France,2.667,12.9,Thursday,oui,tt0074103,7.2,12760,1976,"Comedy,Family",104
UN LONG DIMANCHE DE FIANCAILLES,2022-01-20,France 3,France,2.629,12.5,Thursday,non,tt0344510,7.6,76602,2004,"Drama,Mystery,Romance",133
ET POUR QUELQUES DOLLARS DE PLUS,2022-07-25,France 3,Europe,2.605,14.7,Monday,oui,tt0059578,8.2,283424,1965,"Drama,Western",132
UNE INTIME CONVICTION,2022-11-28,France 3,France,2.575,12.0,Monday,non,tt7799386,6.8,1735,2018,Drama,110
LE CRIME EST NOTRE AFFAIRE,2022-02-24,France 3,France,2.533,11.2,Thursday,non,tt1206478,6.0,1219,2008,"Comedy,Crime,Mystery",109
PHILOMENA,2022-03-14,France 3,Europe,2.491,11.5,Monday,non,tt2431286,7.6,104876,2013,"Biography,Comedy,Drama",98
LES COMPERES,2022-08-15,France 3,France,2.469,14.0,Monday,oui,tt0085354,6.9,6949,1983,"Comedy,Crime",92
LA BONNE ANNEE,2022-01-03,France 5,France,1.376,6.3,Monday,oui,tt0069815,7.3,2075,1973,"Comedy,Crime,Drama",115
UN JOUR SANS FIN,2022-02-18,France 5,Etats-Unis,1.31,6.3,Friday,oui,tt0107048,8.0,703897,1993,"Comedy,Drama,Fantasy",101
LE CRABE TAMBOUR,2022-04-22,France 5,France,1.051,5.1,Friday,oui,tt0075885,7.0,964,1977,"Adventure,Drama,War",120
DANS LA CHALEUR DE LA NUIT,2022-01-17,France 5,Etats-Unis,1.033,4.5,Monday,non,tt0061811,7.9,85775,1967,"Drama,Mystery,Thriller",110
TOUT FEU TOUT FLAMME,2022-12-16,France 5,France,1.013,4.9,Friday,non,tt0083219,6.1,931,1982,"Action,Comedy,Drama",108
RAISON ET SENTIMENTS,2022-09-30,France 5,Europe,0.961,5.0,Friday,non,tt0114388,7.7,129399,1995,"Drama,Romance",136
HOPE AND GLORY,2022-02-11,France 5,Europe,0.953,4.5,Friday,oui,tt0093209,7.3,15148,1987,"Comedy,Drama,Romance",113
HEAT,2022-03-18,France 5,Etats-Unis,0.951,5.6,Friday,non,tt0113277,8.3,741145,1995,"Action,Crime,Drama",170
DIABOLO MENTHE,2022-03-25,France 5,France,0.944,4.6,Friday,non,tt0075939,7.0,1724,1977,"Comedy,Drama,Romance",97
PHILADELPHIA,2022-12-02,France 5,Etats-Unis,0.908,4.5,Friday,non,tt0107818,7.7,263789,1993,Drama,125
QU'EST-CE QU'ON A ENCORE FAIT AU BON DIEU,2022-04-03,TF1,France,7.822,34.0,Sunday,non,tt2800240,7.0,46366,2014,Comedy,97
RAID DINGUE,2022-01-30,TF1,France,6.163,29.0,Sunday,non,tt5736696,5.6,4646,2016,"Action,Comedy,Crime",105
LES BRONZES FONT DU SKI,2022-02-15,TF1,France,4.834,21.9,Tuesday,oui,tt0078907,7.4,9478,1979,Comedy,90
ALIBI.COM,2022-02-06,TF1,France,4.815,22.1,Sunday,oui,tt5657028,6.5,10494,2016,"Comedy,Romance",89
LE DINER DE CONS,2022-06-26,TF1,France,4.81,23.7,Sunday,non,tt0119038,7.6,45526,1998,Comedy,80
RIEN A DECLARER,2022-05-22,TF1,France,4.803,24.9,Sunday,non,tt1528313,6.4,15530,2010,Comedy,108
JURASSIC WORLD FALLEN KINGDOM,2022-06-05,TF1,Etats-Unis,4.782,24.9,Sunday,non,tt4881806,6.1,354036,2018,"Action,Adventure,Sci-Fi",128
LA CHTITE FAMILLE,2022-09-04,TF1,France,4.706,23.6,Sunday,oui,tt6859418,5.8,4717,2018,Comedy,107
SPIDER-MAN FAR FROM HOME,2022-02-13,TF1,Etats-Unis,4.674,22.8,Sunday,oui,tt6320628,7.4,581817,2019,"Action,Adventure,Comedy",129
ON A RETROUVE LA 7E COMPAGNIE,2022-06-30,TF1,France,4.625,23.5,Thursday,non,tt0075007,6.7,1922,1975,"Comedy,War",90
QU EST-CE QU ON A FAIT AU BON DIEU,2022-05-25,TMC,France,1.796,8.7,Wednesday,non,tt2800240,7.0,46366,2014,Comedy,97
LES TUCHE,2022-04-13,TMC,France,1.53,7.2,Wednesday,oui,tt1793931,5.4,4063,2011,Comedy,95
LE DINER DE CONS,2022-10-19,TMC,France,1.488,7.4,Wednesday,non,tt0119038,7.6,45526,1998,Comedy,80
LES TUCHE 2 LE REVE AMERICAIN,2022-04-24,TMC,France,1.446,6.6,Sunday,oui,tt4926538,4.9,1973,2016,Comedy,94
HARRY POTTER ET LES RELIQUES DE LA MORT ,2022-12-29,TMC,Europe,1.445,7.7,Thursday,oui,tt4926538,4.9,1973,2016,Comedy,94
THOR RAGNAROK,2022-02-07,TMC,Etats-Unis,1.387,7.8,Monday,oui,tt3501632,7.9,840843,2017,"Action,Adventure,Comedy",130
LES VACANCES DE DUCOBU,2022-07-20,TMC,France,1.359,7.2,Wednesday,oui,tt2011961,4.3,610,2012,"Comedy,Family",93
QU EST CE QU ON A ENCORE FAIT AU BON DIEU,2022-09-22,TMC,France,1.318,6.8,Thursday,non,tt2800240,7.0,46366,2014,Comedy,97
CAPTAIN AMERICA CIVIL WAR,2022-02-21,TMC,Etats-Unis,1.297,6.8,Monday,oui,tt3498820,7.8,874353,2016,"Action,Sci-Fi",147
MECHANIC RESURRECTION,2022-04-11,TMC,Etats-Unis,1.254,6.4,Monday,oui,tt3522806,5.7,96571,2016,"Action,Adventure,Thriller",98
MOI MOCHE ET MECHANT III,2022-11-10,TFX,Etats-Unis,1.056,4.9,Thursday,non,tt3469046,6.3,164402,2017,"Adventure,Animation,Comedy",89
WASABI,2022-02-22,TFX,France,1.008,4.2,Tuesday,non,tt0281364,6.6,43760,2001,"Action,Comedy,Crime",94
INSPECTEUR LABAVURE,2022-08-17,TFX,France,0.949,5.2,Wednesday,oui,tt0080929,6.2,2229,1980,"Comedy,Crime",100
MISSION IMPOSSIBLE II,2022-08-30,TFX,Etats-Unis,0.943,5.0,Tuesday,oui,tt0120755,6.1,386205,2000,"Action,Adventure,Thriller",123
SPEED,2022-04-29,TFX,Etats-Unis,0.94,4.7,Friday,non,tt0111257,7.3,402464,1994,"Action,Adventure,Thriller",116
LA STRATEGIE ENDER,2022-05-24,TFX,Etats-Unis,0.932,4.4,Tuesday,non,tt1731141,6.6,258339,2013,"Action,Adventure,Sci-Fi",114
LE TRANSPORTEUR 3,2022-11-24,TFX,France,0.915,4.5,Thursday,non,tt1129442,6.1,179862,2008,"Action,Thriller",104
LE TRANSPORTEUR II,2022-04-19,TFX,France,0.914,3.9,Tuesday,oui,tt0388482,6.3,219158,2005,"Action,Thriller",87
LE TRANSPORTEUR II,2022-11-17,TFX,France,0.894,4.3,Thursday,non,tt0388482,6.3,219158,2005,"Action,Thriller",87
MOI MOCHE ET MECHANT II,2022-11-03,TFX,Etats-Unis,0.874,4.3,Thursday,oui,tt1690953,7.3,438012,2013,"Adventure,Animation,Comedy",98
L'ARME FATALE 4,2022-03-31,TF1 Séries Films,Etats-Unis,1.11,5.5,Thursday,non,tt0122151,6.6,175212,1998,"Action,Crime,Thriller",127
SISSI FACE A SON DESTIN,2022-01-09,TF1 Séries Films,Europe,0.939,4.5,Sunday,non,tt0050974,6.6,6207,1957,"Drama,History,Romance",109
L ARME FATALE,2022-03-10,TF1 Séries Films,Etats-Unis,0.878,3.9,Thursday,non,tt0093409,7.6,283376,1987,"Action,Crime,Thriller",109
CATWOMAN,2022-03-03,TF1 Séries Films,Etats-Unis,0.869,3.9,Thursday,non,tt0327554,3.4,127994,2004,"Action,Crime,Fantasy",104
SISSI IMPERATRICE,2022-01-02,TF1 Séries Films,Europe,0.844,3.8,Sunday,oui,tt0049762,6.6,7592,1956,"Drama,History",107
LE FUGITIF,2022-06-13,TF1 Séries Films,Etats-Unis,0.815,4.0,Monday,non,tt0106977,7.8,327806,1993,"Action,Crime,Drama",130
"I, ROBOT",2022-01-13,TF1 Séries Films,Etats-Unis,0.771,3.4,Thursday,non,tt0343818,7.1,589082,2004,"Action,Mystery,Sci-Fi",115
L'ARME FATALE 2,2022-03-17,TF1 Séries Films,Etats-Unis,0.758,3.5,Thursday,non,tt0097733,7.3,193347,1989,"Action,Crime,Thriller",114
SEVEN,2022-10-16,TF1 Séries Films,Etats-Unis,0.754,4.0,Sunday,non,tt0114369,8.6,1866337,1995,"Crime,Drama,Mystery",127
TANGO ET CASH,2022-04-28,TF1 Séries Films,Etats-Unis,0.74,3.4,Thursday,non,tt0098439,6.4,116188,1989,"Action,Comedy,Crime",104
ASTERIX LE SECRET DE LA POTION MAGIQUE,2022-12-26,M6,France,3.629,17.4,Monday,oui,tt8001346,6.7,11826,2018,"Adventure,Animation,Comedy",87
LE ROI LION,2022-04-17,M6,Etats-Unis,3.321,16.2,Sunday,oui,tt0110357,8.5,1181129,1994,"Adventure,Animation,Drama",88
ASTERIX ET OBELIX AU SERVICE DE SA MAJESTE,2022-04-10,M6,France,3.224,15.2,Sunday,oui,tt1597522,5.3,17095,2012,"Adventure,Comedy,Family",110
A FOND,2022-02-28,M6,France,2.971,13.6,Monday,non,tt4993964,5.8,3824,2016,"Action,Comedy",91
JOYEUSE RETRAITE,2022-07-15,M6,France,2.964,18.0,Friday,oui,tt9454778,5.4,1107,2019,Comedy,97
KINGSMAN SERVICES SECRETS,2022-01-03,M6,Europe,2.814,13.9,Monday,oui,tt2802144,7.7,739743,2014,"Action,Adventure,Comedy",129
RATATOUILLE,2022-12-30,M6,Etats-Unis,2.744,13.3,Friday,oui,tt0382932,8.1,863636,2007,"Adventure,Animation,Comedy",111
ASTERIX LE DOMAINE DES DIEUX,2022-12-19,M6,France,2.588,11.4,Monday,oui,tt3759416,6.9,15835,2014,"Adventure,Animation,Comedy",85
TOP GUN,2022-05-19,M6,Etats-Unis,2.578,11.5,Thursday,non,tt0092099,6.9,517986,1986,"Action,Drama",109
LE LIVRE DE LA JUNGLE ,2022-12-23,M6,Etats-Unis,2.491,12.6,Friday,oui,tt3040964,7.3,296779,2016,"Action,Adventure,Animation",106
DIE HARD 4 - RETOUR EN ENFER,2022-12-05,W9,Etats-Unis,1.619,8.9,Monday,non,tt0337978,7.1,426225,2007,"Action,Thriller",128
LA CHUTE DE LONDRES,2022-01-24,W9,Etats-Unis,1.525,6.6,Monday,non,tt3300542,5.9,173398,2016,"Action,Thriller",99
SISTER ACT ACTE II,2022-01-20,W9,Etats-Unis,1.472,6.7,Thursday,non,tt0108147,5.7,60514,1993,"Comedy,Family,Music",107
58 MINUTES POUR VIVRE,2022-11-21,W9,Etats-Unis,1.433,7.3,Monday,non,tt0099423,7.1,392585,1990,"Action,Thriller",124
DIE HARD 4 - RETOUR EN ENFER,2022-03-28,W9,Etats-Unis,1.427,7.0,Monday,non,tt0337978,7.1,426225,2007,"Action,Thriller",128
UNE JOURNEE EN ENFER,2022-11-28,W9,Etats-Unis,1.414,7.2,Monday,non,tt0112864,7.6,416392,1995,"Action,Adventure,Thriller",128
DIE HARD BELLE JOURNEE POUR MOURIR,2022-04-04,W9,Etats-Unis,1.409,6.3,Monday,non,tt1606378,5.2,217916,2013,"Action,Thriller",98
JOYEUSE RETRAITE,2022-09-18,W9,France,1.317,6.1,Sunday,non,tt9454778,5.4,1107,2019,Comedy,97
SISTER ACT,2022-01-13,W9,Etats-Unis,1.246,5.4,Thursday,non,tt0105417,6.5,111864,1992,"Comedy,Family,Music",100
DIE HARD BELLE JOURNEE POUR MOURIR,2022-12-12,W9,Etats-Unis,1.211,5.4,Monday,non,tt1606378,5.2,217916,2013,"Action,Thriller",98
ZOOTOPIE,2022-12-28,6ter,Etats-Unis,1.14,5.5,Wednesday,oui,tt2948356,8.0,568116,2016,"Action,Adventure,Animation",108
CROCODILE DUNDEE II,2022-03-09,6ter,Autres,1.071,4.8,Wednesday,non,tt0092493,5.7,61902,1988,"Action,Adventure,Comedy",111
LE LIVRE DE LA JUNGLE ,2022-04-27,6ter,Etats-Unis,1.027,4.6,Wednesday,non,tt3040964,7.3,296779,2016,"Action,Adventure,Animation",106
CROCODILE DUNDEE,2022-03-02,6ter,Autres,0.862,3.8,Wednesday,non,tt0090555,6.6,118699,1986,"Adventure,Comedy",97
LA BELLE ET LA BETE,2022-05-04,6ter,Etats-Unis,0.84,3.9,Wednesday,non,tt0101414,8.0,488081,1991,"Animation,Family,Fantasy",84
VAIANA LA LEGENDE DU BOUT DU MONDE,2022-02-13,6ter,Etats-Unis,0.787,3.5,Sunday,oui,tt3521164,7.6,402407,2016,"Adventure,Animation,Comedy",107
LE FLIC DE BEVERLY HILLS,2022-09-28,6ter,Etats-Unis,0.773,3.8,Wednesday,non,tt0086960,7.4,220975,1984,"Action,Comedy,Crime",105
LE GENDARME A NEW YORK,2022-08-16,6ter,France,0.739,4.1,Tuesday,oui,tt0060450,6.4,8674,1965,"Comedy,Crime",102
OSS 117 RIO NE REPOND PLUS,2022-04-06,6ter,France,0.738,3.2,Wednesday,non,tt1167660,6.8,16986,2009,"Action,Adventure,Comedy",101
IRON MAN,2022-05-22,6ter,Etats-Unis,0.698,3.7,Sunday,non,tt0371746,7.9,1154324,2008,"Action,Adventure,Sci-Fi",126
JUMANJI,2022-02-11,Gulli,Etats-Unis,0.774,3.7,Friday,oui,tt0113497,7.1,389288,1995,"Adventure,Comedy,Family",104
LE GRINCH,2022-12-20,Gulli,Etats-Unis,0.708,3.2,Tuesday,oui,tt0170016,6.4,307755,2000,"Comedy,Family,Fantasy",104
ASTERIX ET LES VIKINGS,2022-11-18,Gulli,France,0.706,3.2,Friday,non,tt0371552,6.0,12954,2006,"Adventure,Animation,Comedy",78
WILLOW,2022-11-29,Gulli,Etats-Unis,0.638,3.1,Tuesday,non,tt0096446,7.2,132396,1988,"Action,Adventure,Drama",126
ASTERIX ET LA SURPRISE DE CESAR,2022-11-11,Gulli,France,0.612,2.9,Friday,non,tt0088748,6.8,10799,1985,"Adventure,Animation,Comedy",79
ASTERIX ET LE COUP DU MENHIR,2022-11-04,Gulli,France,0.59,2.8,Friday,oui,tt0096842,6.4,9033,1989,"Adventure,Animation,Comedy",81
SHREK,2022-06-10,Gulli,Etats-Unis,0.576,2.8,Friday,non,tt0126029,7.9,758473,2001,"Adventure,Animation,Comedy",90
LES SCHTROUMPFS ET LE VILLAGE PERDU,2022-04-26,Gulli,Etats-Unis,0.574,2.4,Tuesday,non,tt2398241,6.0,25213,2017,"Adventure,Animation,Comedy",90
CHICKEN RUN,2022-10-29,Gulli,Europe,0.565,2.7,Saturday,oui,tt0120630,7.1,216721,2000,"Adventure,Animation,Comedy",84
HOTEL TRANSYLVANIE,2022-10-25,Gulli,Etats-Unis,0.519,2.2,Tuesday,oui,tt0837562,7.0,291760,2012,"Adventure,Animation,Comedy",91
TOP GUN MAVERICK,2022-12-22,Canal +,,1.352,6.3,Thursday,oui,tt1745960,8.2,748789,2022,"Action,Drama",130
LE SECRET DE LA CITE PERDUE,2022-11-04,Canal +,,1.167,5.2,Friday,oui,tt13320622,6.1,166874,2022,"Action,Adventure,Comedy",112
IRREDUCTIBLE,2022-12-30,Canal +,,1.1,4.9,Friday,oui,tt13639204,6.1,2095,2022,Comedy,83
MOURIR PEUT ATTENDRE,2022-04-16,Canal +,Europe,0.993,5.0,Saturday,oui,tt2382320,7.3,458826,2021,"Action,Adventure,Thriller",163
ENCANTO LA FANTASTIQUE FAMILLE MADRIGAL,2022-08-12,Canal +,Etats-Unis,0.982,6.0,Friday,oui,tt2953050,7.2,275261,2021,"Animation,Comedy,Family",102
OSS 117 ALERTE ROUGE EN AFRIQUE NOIRE,2022-04-01,Canal +,France,0.959,4.2,Friday,non,tt7972012,5.8,6205,2021,"Action,Comedy",117
JUNGLE CRUISE,2022-05-13,Canal +,Etats-Unis,0.917,4.7,Friday,non,tt0870154,6.6,218420,2021,"Action,Adventure,Comedy",127
UNCHARTED,2022-10-07,Canal +,Autres,0.764,3.7,Friday,non,tt1464335,6.3,273200,2022,"Action,Adventure",116
SONIC 2 LE FILM,2022-10-28,Canal +,Etats-Unis,0.763,3.6,Friday,oui,tt12412888,6.5,96849,2022,"Action,Adventure,Comedy",122
BAC NORD,2022-02-18,Canal +,France,0.763,3.5,Friday,oui,tt10404944,6.9,14331,2020,"Action,Crime,Drama",105
SANS MOBILE APPARENT,2022-06-19,C8,France,1.084,5.6,Sunday,non,tt0069219,6.3,992,1971,"Crime,Mystery,Thriller",100
LES ENFANTS DU MARAIS,2022-01-23,C8,France,1.022,5.0,Sunday,non,tt0167926,7.4,3201,1999,"Comedy,Drama",115
MAIGRET VOIT ROUGE,2022-06-12,C8,France,1.007,5.0,Sunday,non,tt0057278,6.2,742,1963,"Crime,Drama,Mystery",87
JASON BOURNE,2022-09-05,C8,Etats-Unis,0.911,4.8,Monday,non,tt4196776,6.6,247549,2016,"Action,Thriller",123
AMELIE AU PAYS DES BODIN'S,2022-04-11,C8,France,0.899,4.3,Monday,oui,tt1636727,5.1,59,2010,Comedy,80
LA BATAILLE DE MIDWAY,2022-05-03,C8,Etats-Unis,0.87,4.7,Tuesday,non,tt0074899,6.8,22149,1976,"Action,Drama,History",132
LES MUNICIPAUX CES HEROS,2022-01-10,C8,France,0.869,3.9,Monday,non,tt7769530,4.4,313,2018,Comedy,88
MORT OU VIF,2022-11-29,C8,Etats-Unis,0.869,4.2,Tuesday,non,tt0114214,6.5,106119,1995,"Action,Drama,Romance",108
MARY,2022-11-21,C8,Etats-Unis,0.847,4.3,Monday,non,tt4481414,7.6,144990,2017,Drama,101
SERAPHIM FALLS,2022-12-06,C8,Etats-Unis,0.847,4.1,Tuesday,non,tt0479537,6.6,35371,2006,"Action,Drama,Thriller",115
RAMBO II,2022-03-30,CStar,Etats-Unis,0.781,3.4,Wednesday,non,tt0089880,6.5,187156,1985,"Action,Adventure,Thriller",96
RAMBO,2022-03-23,CStar,Etats-Unis,0.731,3.2,Wednesday,non,tt0083944,7.7,284413,1982,"Action,Adventure,Thriller",93
TERMINATOR 2,2022-05-11,CStar,Etats-Unis,0.725,3.7,Wednesday,non,tt0103064,8.6,1211956,1991,"Action,Adventure,Sci-Fi",137
RAMBO III,2022-04-06,CStar,Etats-Unis,0.689,2.9,Wednesday,non,tt0095956,5.8,143339,1988,"Action,Adventure,Thriller",102
G.I. JOE CONSPIRATION,2022-03-02,CStar,Etats-Unis,0.616,2.7,Wednesday,non,tt1583421,5.7,189046,2013,"Action,Adventure,Sci-Fi",110
TERMINATOR 2,2022-10-12,CStar,Etats-Unis,0.612,3.3,Wednesday,non,tt0103064,8.6,1211956,1991,"Action,Adventure,Sci-Fi",137
LA DERNIERE LEGION,2022-03-16,CStar,France,0.601,2.7,Wednesday,non,tt0462396,5.4,37489,2007,"Action,Adventure,History",101
LES RIVIERES POURPRES 2 LES ANGES DE L'APOCALYPSE ,2022-02-02,CStar,France,0.559,2.6,Wednesday,non,tt0337103,5.9,22054,2004,"Action,Crime,Mystery",100
STAR TREK SANS LIMITES,2022-11-09,CStar,Etats-Unis,0.541,2.6,Wednesday,non,tt2660888,7.0,262637,2016,"Action,Adventure,Sci-Fi",122
TRANSFORMERS L'AGE DE L'EXTINCTION,2022-10-26,CStar,Etats-Unis,0.514,2.8,Wednesday,oui,tt2109248,5.6,337480,2014,"Action,Adventure,Sci-Fi",165
OTAGE,2022-01-26,NRJ12,Etats-Unis,1.21,5.8,Wednesday,non,tt0340163,6.5,114334,2005,"Action,Crime,Drama",113
SALT,2022-10-11,NRJ12,Etats-Unis,0.842,3.8,Tuesday,non,tt0944835,6.5,335052,2010,"Action,Thriller",100
ENTRE AMIS,2022-07-05,NRJ12,France,0.828,4.4,Tuesday,non,tt4246850,4.9,811,2015,"Comedy,Drama",90
LE CONTRAT,2022-10-04,NRJ12,Etats-Unis,0.812,3.8,Tuesday,non,tt0091828,5.6,38804,1986,"Action,Crime,Thriller",106
THE WAVE,2022-01-25,NRJ12,Europe,0.754,3.3,Tuesday,non,tt3616916,6.6,44105,2015,"Action,Drama,Thriller",105
DEUX HEURES MOINS LE QUART AVANT J.C.,2022-08-02,NRJ12,France,0.746,4.6,Tuesday,oui,tt0083824,5.8,1811,1982,Comedy,100
LA PROPHETIE DE L HORLOGE,2022-11-01,NRJ12,Autres,0.716,3.2,Tuesday,oui,tt2119543,6.1,56848,2018,"Comedy,Family,Fantasy",105
HORSE SOLDIERS,2022-05-17,NRJ12,Etats-Unis,0.705,3.5,Tuesday,non,tt1413492,6.5,94873,2018,"Action,Drama,History",130
KINGDOM OF HEAVEN,2022-06-29,NRJ12,Europe,0.702,3.9,Wednesday,non,tt0320661,7.3,327073,2005,"Action,Adventure,Drama",144
LE PRIX A PAYER,2022-07-19,NRJ12,France,0.636,3.4,Tuesday,oui,tt0117603,6.9,19107,1996,"Action,Crime,Drama",123
LES PLEINS POUVOIRS,2022-04-07,Chérie 25,Etats-Unis,1.065,4.9,Thursday,non,tt0118548,6.7,61611,1997,"Action,Crime,Drama",121
CREANCE DE SANG,2022-04-21,Chérie 25,Etats-Unis,0.923,4.3,Thursday,oui,tt0309377,6.4,48840,2002,"Action,Crime,Drama",110
JUGE COUPABLE,2022-04-14,Chérie 25,Etats-Unis,0.902,4.4,Thursday,oui,tt0139668,6.6,39347,1999,"Crime,Drama,Mystery",127
ARBITRAGE,2022-10-13,Chérie 25,Etats-Unis,0.87,4.5,Thursday,non,tt1764183,6.6,55801,2012,"Drama,Thriller",107
LE PIC DE DANTE,2022-11-03,Chérie 25,Etats-Unis,0.863,4.3,Thursday,oui,tt0118928,6.0,102035,1997,"Action,Adventure,Thriller",108
AU NOM DE MA FILLE,2022-11-17,Chérie 25,France,0.827,4.0,Thursday,non,tt4228810,7.1,3706,2016,"Biography,Crime,Drama",87
ROBIN DES BOIS PRINCE DES VOLEURS,2022-09-29,Chérie 25,Europe,0.764,4.3,Thursday,non,tt0102798,6.9,213313,1991,"Action,Adventure,Drama",143
LE MAJORDOME,2022-02-17,Chérie 25,Etats-Unis,0.667,3.2,Thursday,oui,tt1327773,7.2,120986,2013,"Biography,Drama",132
EFFETS SECONDAIRES,2022-12-15,Chérie 25,Etats-Unis,0.609,3.1,Thursday,non,tt2053463,7.1,199633,2013,"Crime,Drama,Mystery",106
BONE COLLECTOR,2022-10-06,Chérie 25,Etats-Unis,0.581,3.0,Thursday,non,tt0145681,6.7,190818,1999,"Crime,Drama,Mystery",118
SIERRA TORRIDE,2022-11-20,Arte,Etats-Unis,1.894,8.6,Sunday,non,tt0065134,7.0,31605,1970,"Adventure,Drama,Romance",116
L'EPREUVE DE FORCE,2022-02-13,Arte,Etats-Unis,1.68,7.5,Sunday,oui,tt0076070,6.4,25762,1977,"Action,Crime,Thriller",109
ALICE ET LE MAIRE,2022-04-27,Arte,France,1.614,7.0,Wednesday,non,tt8903840,6.4,2834,2019,"Comedy,Drama",103
LE MYSTERE DE LA CHAMBRE JAUNE,2022-01-19,Arte,France,1.612,7.5,Wednesday,non,tt0356922,6.3,1912,2003,"Comedy,Crime,Mystery",118
ROUBAIX UNE LUMIERE,2022-10-17,Arte,France,1.608,6.7,Monday,non,tt8359840,6.3,2568,2019,"Crime,Drama,Thriller",119
LES 3 JOURS DU CONDOR,2022-12-04,Arte,Etats-Unis,1.599,7.1,Sunday,non,tt0073802,7.4,64769,1975,"Crime,Mystery,Thriller",117
LE BOSSU,2022-12-28,Arte,France,1.509,7.4,Wednesday,oui,tt0118756,6.9,3938,1997,"Adventure,Drama",128
LA FILLE COUPEE EN DEUX,2022-02-02,Arte,France,1.505,6.8,Wednesday,non,tt0901485,6.2,3826,2007,"Drama,Thriller",115
POUR UNE FEMME,2022-11-30,Arte,France,1.49,6.6,Wednesday,non,tt2176786,6.6,923,2013,"Drama,Romance",110
L'HOMME DES HAUTES PLAINES,2022-08-28,Arte,Etats-Unis,1.48,7.5,Sunday,oui,tt0068699,7.4,66430,1973,"Drama,Mystery,Western",105
ANTOINETTE DANS LES CEVENNES,2023-05-21,France 2,FRANCE,5.758382,27.5,Sunday,non,tt11013434,6.5,4059,2020,"Adventure,Comedy,Romance",96
BOITE NOIRE,2023-11-19,France 2,FRANCE,5.523346,26.6,Sunday,non,tt10341034,7.2,16965,2021,"Drama,Mystery,Thriller",129
LES VETOS,2023-02-19,France 2,FRANCE,4.6575,22.0,Sunday,oui,tt9041586,5.9,619,2019,"Comedy,Drama",92
LA DARONNE,2023-03-19,France 2,FRANCE,4.1975,20.0,Sunday,non,tt9288726,6.3,3721,2020,"Comedy,Crime,Drama",104
LES AVENTURES DE RABBI JACOB,2023-10-22,France 2,FRANCE,4.054371,17.9,Sunday,oui,tt0069747,7.4,15282,1973,"Adventure,Comedy",95
MOURIR PEUT ATTENDRE,2023-12-10,France 2,GRANDE BRETAGNE / ETATS UNIS,3.936853,21.2,Sunday,non,tt2382320,7.3,458826,2021,"Action,Adventure,Thriller",163
BAC NORD,2023-09-03,France 2,FRANCE,3.760576,18.5,Sunday,oui,tt10404944,6.9,14331,2020,"Action,Crime,Drama",105
LA FOLIE DES GRANDEURS,2023-04-09,France 2,FRANCE,3.7375,19.9,Sunday,oui,tt0067108,7.2,8249,1971,"Adventure,Comedy,History",85
A COUTEAUX TIRES,2023-04-02,France 2,ETATS UNIS,3.565,18.7,Sunday,non,tt8946378,7.9,801190,2019,"Comedy,Crime,Drama",130
JACK REACHER : NEVER GO BACK,2023-01-22,France 2,ETATS UNIS,3.5075,16.8,Sunday,non,tt3393786,6.2,182459,2016,"Action,Drama,Thriller",118
